"id","tweet_list","location","retweet","hashtags","sentiment"
"Calcaware","RT @CDWGWAGov: Dell Work From Home Solutions #RemoteWorking #WFH #coding #100DaysOfCode #ethicalhacking #pandemic #cybersecurity #Dell #cor…","Austin, TX","18","{'text': 'RemoteWorking', 'indices': [45, 59]} {'text': 'WFH', 'indices': [60, 64]} {'text': 'coding', 'indices': [65, 72]} {'text': '100DaysOfCode', 'indices': [73, 87]} {'text': 'ethicalhacking', 'indices': [88, 103]} {'text': 'pandemic', 'indices': [104, 113]} {'text': 'cybersecurity', 'indices': [114, 128]} {'text': 'Dell', 'indices': [129, 134]}","neutral"
"CDWGWAGov","Dell Work From Home Solutions #RemoteWorking #WFH #coding #100DaysOfCode #ethicalhacking #pandemic #cybersecurity… https://t.co/s0fpitpxye","Bellevue, WA","18","{'text': 'RemoteWorking', 'indices': [30, 44]} {'text': 'WFH', 'indices': [45, 49]} {'text': 'coding', 'indices': [50, 57]} {'text': '100DaysOfCode', 'indices': [58, 72]} {'text': 'ethicalhacking', 'indices': [73, 88]} {'text': 'pandemic', 'indices': [89, 98]} {'text': 'cybersecurity', 'indices': [99, 113]}","neutral"
"nlognbot","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…",,"35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"HarryHSolo","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…",,"35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"nodeQuotesBot","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…",,"35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"FinanceITNews","Dell XPS 17 review: A dream for every content creator and photographer! #DellXPS17 #ProductReview #Dell |… https://t.co/LpZ8UOMeu2",,"0","{'text': 'DellXPS17', 'indices': [72, 82]} {'text': 'ProductReview', 'indices': [83, 97]} {'text': 'Dell', 'indices': [98, 103]}","neutral"
"CF22092013","RT @CeotechI: Acer Aspire 7 A715-75G-56ZA con Intel Core i5-9300H, RAM 8 GB DDR4, 512 GB PCIe NVMe SSD, Display 15.6"" FHD IPS LED LCD, NVID…","Pistoia, Toscana","6",,"neutral"
"AYUSHGU89889043","Acer is doing well by ignoring their customers, it's been 25 days and my laptop is still not repaired and I hope it… https://t.co/CDYGu3weKr","HIMANCHAL PRADESH, India","1",,"neutral"
"CloudStrike888","Sick of looking for boxes to raise your laptop for a better camera angle for Tcons?

Look no further, MOFT has seve… https://t.co/Bx6Gv0nCxz","Oakleigh, VIC","0",,"negative"
"83napolano","RT @CeotechI: Acer Aspire 7 A715-75G-56ZA con Intel Core i5-9300H, RAM 8 GB DDR4, 512 GB PCIe NVMe SSD, Display 15.6"" FHD IPS LED LCD, NVID…","Pistoia, Toscana","6",,"neutral"
"Sumillion","#INNOVATE, #COMMUNICATE AND #FACILITATE Honest Approach, Reliable Service, Open Book Policy, Highest Level of Servi… https://t.co/uIoXg0aVCw","Basingstoke, England","0","{'text': 'INNOVATE', 'indices': [0, 9]} {'text': 'COMMUNICATE', 'indices': [11, 23]} {'text': 'FACILITATE', 'indices': [28, 39]}","positive"
"Marketer_767","@DellCares @Dell  is there anyway to get technical support before Monday for a malfunctioned screen of a #Dell lapt… https://t.co/L6JeDHqFkl",,"0","{'text': 'Dell', 'indices': [105, 110]}","neutral"
"komalja07009820","your company’s name printed on something? Lay hands on fully customized chocolates as the best corporate gifts for… https://t.co/ewutFIU0qJ",,"0",,"positive"
"SnigdhasB","“We’ve kind of got a glimpse of the future here.” This is what @MichaelDell had to say about 2020. Why?? Read it fo… https://t.co/J5qg2lbX1Q","Bengaluru, Karnataka","0",,"positive"
"Choicefullstore","*Dell Vostro 15-3568 Laptop*
▪️Intel Core i5 7th Gen 
▪️8GB DDR4 RAM
▪️1TB Hard Disk 
▪️Webcam 
▪️DVD-RW
▪️4GB AMD… https://t.co/cUjmEVyJXB","Mumbai, India","0",,"negative"
"DevsKrate","Does Honor can grab the market despite of huawei's hardware restrictions in India..
#honor #huawei

Follow… https://t.co/08hHTYBsSY",,"0","{'text': 'honor', 'indices': [84, 90]} {'text': 'huawei', 'indices': [91, 98]}","neutral"
"CharulVeer","RT @cheryl_pereira: (3/3) Please look into it and get the service done asap. It’s been 21 days already. I have a personal as well as a prof…",,"2",,"negative"
"LinuxDreams","RT @CeotechI: Acer Aspire 7 A715-75G-56ZA con Intel Core i5-9300H, RAM 8 GB DDR4, 512 GB PCIe NVMe SSD, Display 15.6"" FHD IPS LED LCD, NVID…","digitalocean","6",,"neutral"
"CeotechI","Acer Aspire 7 A715-75G-56ZA con Intel Core i5-9300H, RAM 8 GB DDR4, 512 GB PCIe NVMe SSD, Display 15.6"" FHD IPS LED… https://t.co/LEorwqPLoh",,"6",,"neutral"
"RaggsGarodia","RT @cheryl_pereira: (3/3) Please look into it and get the service done asap. It’s been 21 days already. I have a personal as well as a prof…",,"2",,"negative"
"ArmarosDante","The Dell Optiplex Gaming PC You Can Build For Just £300 https://t.co/BkxZ5LfLvi via @YouTube 

#GamingPC… https://t.co/bkPl5O8P2p","England, United Kingdom","0","{'text': 'GamingPC', 'indices': [95, 104]}","neutral"
"cheryl_pereira","(3/3) Please look into it and get the service done asap. It’s been 21 days already. I have a personal as well as a… https://t.co/FSn31FJLg9","Mumbai, India ","2",,"neutral"
"Its_Advait","Best laptop cleaning service in the town ????
#dell #gopibahu #memesdaily https://t.co/2QrkV4ZPnz",,"0","{'text': 'dell', 'indices': [43, 48]} {'text': 'gopibahu', 'indices': [49, 58]} {'text': 'memesdaily', 'indices': [59, 70]}","positive"
"sanjayjain17","RT @RajguruSolution: Searching for extra storage option which can boost your business. Then Check out our ultra-modern variety of Dell 2TB…","Mumbai, India","1",,"neutral"
"nodeQuotesBot","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…",,"35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"Taieb_Bot","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…","Raspberry PI","35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"mttsubu","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…",,"35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"Cambridgeport90","RT @IT_Creations: Check out our REVIEW of the 2U #Dell #EMC #PowerEdge #R840 server! It supports two or four #Intel #Xeon #Scalable process…","Wilmington, MA","2","{'text': 'Dell', 'indices': [49, 54]} {'text': 'EMC', 'indices': [55, 59]} {'text': 'PowerEdge', 'indices': [60, 70]} {'text': 'R840', 'indices': [71, 76]} {'text': 'Intel', 'indices': [109, 115]} {'text': 'Xeon', 'indices': [116, 121]} {'text': 'Scalable', 'indices': [122, 131]}","neutral"
"ReiRei720dxcute","We should boycott companies making profit out of Uyghur forced labor and human rights violations by China’s Communi… https://t.co/qP23y2RRXR","Earth 地球♡","0",,"negative"
"DolphiX_Ltd","RT @DolphiX_Ltd: #stayhome 
Free Home Delivery,
Order any Laptop @DolphiX_Ltd 
#kigalirwanda #it #hp #macbookpro #macbookair #lenovo #asus…","Kigali|CHIC-Building|1st Floor","1","{'text': 'stayhome', 'indices': [17, 26]} {'text': 'kigalirwanda', 'indices': [79, 92]} {'text': 'it', 'indices': [93, 96]} {'text': 'hp', 'indices': [97, 100]} {'text': 'macbookpro', 'indices': [101, 112]} {'text': 'macbookair', 'indices': [113, 124]} {'text': 'lenovo', 'indices': [125, 132]} {'text': 'asus', 'indices': [133, 138]}","positive"
"catenarycat","@DellCares Fine but where do we go from here or do we just trash the brand new computer? #Dell really did a number… https://t.co/Lbc9YqqEIn","Southern New Jersey","0","{'text': 'Dell', 'indices': [89, 94]}","positive"
"IT_Creations","Wondering how different the 3U R940 is compared to the 4U R940xa? Very simple. Check out our review of Dell's new c… https://t.co/dPH8GzxxyA","Chatsworth, CA 91311","0",,"positive"
"GhassanKosta","The achievements at an any organization are the results of the combined efforts of every individual and the real fa… https://t.co/evdaghzJiH","Doha, Qatar","0",,"positive"
"youngapp_pf","RT @IT_Creations: The #Dell #EMC #PowerEdge #C4140 server node is a high-performance GPU server that supports up to 4x #Nvidia #Titan5 GPUs…","Paris, France","4","{'text': 'Dell', 'indices': [22, 27]} {'text': 'EMC', 'indices': [28, 32]} {'text': 'PowerEdge', 'indices': [33, 43]} {'text': 'C4140', 'indices': [44, 50]} {'text': 'Nvidia', 'indices': [119, 126]} {'text': 'Titan5', 'indices': [127, 134]}","neutral"
"catenarycat","A thought! Does anyone know if #DELL provides any #assistance for thieir computers?","Southern New Jersey","0","{'text': 'DELL', 'indices': [31, 36]} {'text': 'assistance', 'indices': [50, 61]}","neutral"
"ShieldVoC","RT @mauiplumeria8: @Dell My boyfriend has a new computer that isn’t working but can’t get help from YOUR technical support!!! Called the pa…","Stockholm, Sweden","1",,"positive"
"catenarycat","@Dell #littlethings may be nice but the computer needs to work. We have a brand new #DELL and it does not work. Not… https://t.co/Ak9iCfrzQS","Southern New Jersey","0","{'text': 'littlethings', 'indices': [6, 19]} {'text': 'DELL', 'indices': [84, 89]}","positive"
"MILLSarmbruster","Big Man got me out of the house to get some steps today #Dell https://t.co/5qZXgqk9VL","Minneapolis, MN","0","{'text': 'Dell', 'indices': [56, 61]}","neutral"
"catenarycat","#DELL . Have a nice new OptiFlex aboutv10 days new and it does not work! So, #Dell strikes again. This of course do… https://t.co/CHpKihZyDj","Southern New Jersey","0","{'text': 'DELL', 'indices': [0, 5]} {'text': 'Dell', 'indices': [77, 82]}","positive"
"mauiplumeria8","@Dell My boyfriend has a new computer that isn’t working but can’t get help from YOUR technical support!!! Called t… https://t.co/HT8ydQ8Fqo","San Jose, CA","1",,"positive"
"omosun_daniel","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…","Lagos, Nigeria","35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"LincolnMunene9","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…","Hometown","35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"friday_Js_bot","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…",,"35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"nodeQuotesBot","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…",,"35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"CodeGnuts","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…",,"35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"nlognbot","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…",,"35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"fluttbot","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…",,"35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"HarryHSolo","RT @CDWGWAGov: Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python #bootstrap #dell…",,"35","{'text': 'cloud', 'indices': [89, 95]} {'text': 'javascript', 'indices': [96, 107]} {'text': 'html', 'indices': [108, 113]} {'text': 'Python', 'indices': [114, 121]} {'text': 'bootstrap', 'indices': [122, 132]} {'text': 'dell', 'indices': [133, 138]}","positive"
"CDWGWAGov","Dell advances HCI with latest enhancements for VxRail and VMware Cloud... #cloud #javascript #html #Python… https://t.co/VsvKadkkfc","Bellevue, WA","35","{'text': 'cloud', 'indices': [74, 80]} {'text': 'javascript', 'indices': [81, 92]} {'text': 'html', 'indices': [93, 98]} {'text': 'Python', 'indices': [99, 106]}","positive"
"DataAugmented","RT @IT_Creations: The #Dell #EMC #PowerEdge #C4140 server node is a high-performance GPU server that supports up to 4x #Nvidia #Titan5 GPUs…",,"4","{'text': 'Dell', 'indices': [22, 27]} {'text': 'EMC', 'indices': [28, 32]} {'text': 'PowerEdge', 'indices': [33, 43]} {'text': 'C4140', 'indices': [44, 50]} {'text': 'Nvidia', 'indices': [119, 126]} {'text': 'Titan5', 'indices': [127, 134]}","neutral"
"techtrendingnow","RT @IT_Creations: The #Dell #EMC #PowerEdge #C4140 server node is a high-performance GPU server that supports up to 4x #Nvidia #Titan5 GPUs…",,"4","{'text': 'Dell', 'indices': [22, 27]} {'text': 'EMC', 'indices': [28, 32]} {'text': 'PowerEdge', 'indices': [33, 43]} {'text': 'C4140', 'indices': [44, 50]} {'text': 'Nvidia', 'indices': [119, 126]} {'text': 'Titan5', 'indices': [127, 134]}","neutral"
"IT_Creations","The #Dell #EMC #PowerEdge #C4140 server node is a high-performance GPU server that supports up to 4x #Nvidia… https://t.co/Fj4KKFCc2P","Chatsworth, CA 91311","4","{'text': 'Dell', 'indices': [4, 9]} {'text': 'EMC', 'indices': [10, 14]} {'text': 'PowerEdge', 'indices': [15, 25]} {'text': 'C4140', 'indices': [26, 32]} {'text': 'Nvidia', 'indices': [101, 108]}","neutral"
"AustinCyberShop","Check out Dell Optiplex 360 760 780 960 255w Power Supply PW115 N804F F233T F255E-00 #Dell https://t.co/cMEf53cLbh via @eBay","Austin, Texas","0","{'text': 'Dell', 'indices': [85, 90]}","neutral"
"sarahcanary","@Dell @dellcares do not care! I paid $800 for a Dell 10 months ago, now it's dead and because a sticker fell off it… https://t.co/r6FLhmR1CW",,"1",,"negative"
"instock901_com","Weekend Special $230 - Dell Precision T5810 500GB, Intel Xeon 2.8GHz E5-1603V3 8GB RAM - https://t.co/ojsYPi4QfZ… https://t.co/Hh4DVjICql","USA Maryland Baltimore","0",,"positive"
"Business_Server","❇️Solutions made easy for you 
.
We invite you to connect with us for your next IT project
.
????Contact your sales re… https://t.co/nX0ouj8ILD","Edina, MN","0",,"positive"
"TechProZone","Insight Enterprises named 2019 Dell Technologies North America Transformational Partner of the Year, recognizing fo… https://t.co/dG9PYPCGsu","The Channel Company","0",,"neutral"
"daniel46220","RT @WarrenByle: New #Dell whitepaper on Direct WMI management of BIOS - no agent required.  https://t.co/IiyXCgN1pQ
#MEMCM #WMI #SCCM #InTu…","Bamberg, Germany","70","{'text': 'Dell', 'indices': [20, 25]} {'text': 'MEMCM', 'indices': [116, 122]} {'text': 'WMI', 'indices': [123, 127]} {'text': 'SCCM', 'indices': [128, 133]}","positive"
"Marelisa","Agree. Dell has pathetic customer service. https://t.co/ynBPziZyvt #Dell @Dell @DellCares","Panama City, Panama","0","{'text': 'Dell', 'indices': [67, 72]}","negative"
"neuroserve","RT @kernellogger: ```[…]#Dell WMI Systems Management Driver [for the #Linux #kernel] provides a sysfs interface for systems management soft…",,"3","{'text': 'Dell', 'indices': [24, 29]} {'text': 'Linux', 'indices': [69, 75]} {'text': 'kernel', 'indices': [76, 83]}","neutral"
"Marelisa","#Dell laptops are good. Too bad their customer service sucks. @Dell @DellCares https://t.co/lbgbXzMGSy","Panama City, Panama","0","{'text': 'Dell', 'indices': [0, 5]}","negative"
"MildredWilson","RT @bananacomputers: #Alienware Area-51m R2 #Laptop Product Video (2020).

#CAD #Servers #Storage #Desktops #Rugged #Tablets #XPS #Precisio…","British Isles","1","{'text': 'Alienware', 'indices': [21, 31]} {'text': 'Laptop', 'indices': [44, 51]} {'text': 'CAD', 'indices': [75, 79]} {'text': 'Servers', 'indices': [80, 88]} {'text': 'Storage', 'indices': [89, 97]} {'text': 'Desktops', 'indices': [98, 107]} {'text': 'Rugged', 'indices': [108, 115]} {'text': 'Tablets', 'indices': [116, 124]} {'text': 'XPS', 'indices': [125, 129]}","neutral"
"TCrossmd","RT @dward_dennis: #weee hosting it's third annual International #ewaste Day - October 14, 2020! Great way to encourage consumers to recycle…","Greater Detroit Area","1","{'text': 'weee', 'indices': [18, 23]} {'text': 'ewaste', 'indices': [64, 71]}","positive"
"dward_dennis","#weee hosting it's third annual International #ewaste Day - October 14, 2020! Great way to encourage consumers to r… https://t.co/mSwOh5VZbi","usa","1","{'text': 'weee', 'indices': [0, 5]} {'text': 'ewaste', 'indices': [46, 53]}","positive"
"DellEMCServers","RT @IT_Creations: Check out our REVIEW of the 2U #Dell #EMC #PowerEdge #R840 server! It supports two or four #Intel #Xeon #Scalable process…","Round Rock, TX","2","{'text': 'Dell', 'indices': [49, 54]} {'text': 'EMC', 'indices': [55, 59]} {'text': 'PowerEdge', 'indices': [60, 70]} {'text': 'R840', 'indices': [71, 76]} {'text': 'Intel', 'indices': [109, 115]} {'text': 'Xeon', 'indices': [116, 121]} {'text': 'Scalable', 'indices': [122, 131]}","neutral"
"Pbhajanka","Dell Inspiron 14 5000 Series 2-in-1 | Dell 2 in 1 Laptop | Best touch screen Laptop 2020 | Dell 5491… https://t.co/CKQv07XCDu","Gurgaon, India","0",,"positive"
"CXtec","Here's a guide to show you how to get the best monetary value for your used network hardware, while still ensuring… https://t.co/koAvaSZjtS","Syracuse, NY","0",,"positive"
"madhurmainisen","They are differently built and gets ready for the final touch when they are assembled. For example: You get a dell… https://t.co/nYS3IbleKq","Vietnam","0",,"positive"
"RadeonPro","RT @TheoryStudioLLC: ????BIG NEWS!????

Today premieres our newest short-film for #SesameStreet!
➡  https://t.co/DyOY2hdEsF

Made with #Adobe #Af…",,"3","{'text': 'SesameStreet', 'indices': [76, 89]} {'text': 'Adobe', 'indices': [129, 135]}","neutral"
"BoneStudioAnim","RT @TheoryStudioLLC: ????BIG NEWS!????

Today premieres our newest short-film for #SesameStreet!
➡  https://t.co/DyOY2hdEsF

Made with #Adobe #Af…","Madrid, España","3","{'text': 'SesameStreet', 'indices': [76, 89]} {'text': 'Adobe', 'indices': [129, 135]}","neutral"
"UCMJOATH","Don @realDonaldTrump, yet another reason to replace the #USPS with the most #efficient, #best damn company in the w… https://t.co/TrVD3j0w82","ÜT: 41.097398,-80.649592","0","{'text': 'USPS', 'indices': [56, 61]} {'text': 'efficient', 'indices': [76, 86]} {'text': 'best', 'indices': [88, 93]}","positive"
"bananacomputers","#Dell #Precision 3930 #Rack #Workstation, i9-9900K, 16GB Nvidia Quadro RTX5000. Learn more: https://t.co/EKn0FOzo3Y… https://t.co/5GArcE7x9V","British Isles ","0","{'text': 'Dell', 'indices': [0, 5]} {'text': 'Precision', 'indices': [6, 16]} {'text': 'Rack', 'indices': [22, 27]} {'text': 'Workstation', 'indices': [28, 40]}","positive"
"jdruin1","Done with @Dell .  Set up autopay 3 times and they turned it off.  Now late charges.  Waiting to see if they deny m… https://t.co/fQcy7waiFa","Nashville, TN","0",,"negative"
"DanaMac488","RT @sca_atl: We can procure, image/configure, deploy, and provide support for your whatever devices/systems your organization needs. Chrome…","Atlanta, GA","1",,"neutral"
"jakusrd","Check out Dell DisplayPort to DVI Single Link Adapter DP/N: 0KKMYD #Dell https://t.co/ZcUjUHWZSt via @eBay","ÜT: 18.453465,-69.94365","0","{'text': 'Dell', 'indices': [67, 72]}","negative"
"L01Bruce","RT @SavvyComputer: Is your ???? running slower than it used to?
You may need something simple like a #RAM upgrade or a ‘smart’ refresh.

Give…",,"1","{'text': 'RAM', 'indices': [98, 102]}","positive"
"ankur0607","@DellCares They have dispatched my order and now asking me to cancel with 15% deduction in the amount I paid .. tha… https://t.co/3VPVIwnWep",,"0",,"neutral"
"TheLayoff","We continue to see very large traffic spikes on our Dell layoffs discussion page - follow the discussion at… https://t.co/cYxoyFfH4E",,"0",,"positive"
"sca_atl","We can procure, image/configure, deploy, and provide support for your whatever devices/systems your organization ne… https://t.co/QOLqnNxNEE","Atlanta, Georgia","1",,"neutral"
"GoldRetriever99","RT @GoldRetriever99: Check out AOL CD - version 8.0 - #AOL - https://t.co/jGu7HvDYU5 via @eBay - #eBay #sale #collectible #CD #DVD #sex #sp…",,"1","{'text': 'AOL', 'indices': [54, 58]} {'text': 'eBay', 'indices': [97, 102]} {'text': 'sale', 'indices': [103, 108]} {'text': 'collectible', 'indices': [109, 121]} {'text': 'CD', 'indices': [122, 125]} {'text': 'DVD', 'indices': [126, 130]} {'text': 'sex', 'indices': [131, 135]}","negative"
"garydvisualz","Super excited to be a small part of equipping our friends at Theory Studios with this project for Sesame Street!… https://t.co/FacLZ40VUI","Orlando, Florida","0",,"positive"
"nerdtranslator","Vienna, 32ºC first time during Covid-19 wearing a dark suit???? but absolutely worth it. Fruitful talks with our partn… https://t.co/CdcCXQmzim","Bavaria","0",,"positive"
"greacen","Hunting for some files from the ancient past. Came across a recording of blertrocks show from the tempestbarandbox… https://t.co/8R9regbFGY","San Francisco Bay Area","1",,"negative"
"ITGURUSATL","???? Easy to use, comfort and requires less maintenance comparatively. Click here -: https://t.co/AUbMJpr80C #Dell https://t.co/mbZj5XPbOV","Atlanta, GA","0","{'text': 'Dell', 'indices': [106, 111]}","positive"
"TheoryStudioLLC","????BIG NEWS!????

Today premieres our newest short-film for #SesameStreet!
➡  https://t.co/DyOY2hdEsF

Made with #Adobe… https://t.co/Ks3XoQnH2w","Orlando, Los Angeles, Calgary","3","{'text': 'SesameStreet', 'indices': [55, 68]} {'text': 'Adobe', 'indices': [108, 114]}","neutral"
"SavvyComputer","Is your ???? running slower than it used to?
You may need something simple like a #RAM upgrade or a ‘smart’ refresh.… https://t.co/QuGvm0Vu6Q","Uxbridge, Ontario","1","{'text': 'RAM', 'indices': [79, 83]}","positive"
"ITGURUSATL","Easy to use, comfort, and requires less maintenance comparatively.

Click here -: https://t.co/AUbMJpIISa

#Dell https://t.co/mSPTooj2mL","Atlanta, GA","0","{'text': 'Dell', 'indices': [107, 112]}","positive"
"Terralogic_","Leverage Dell Premier #Partnership and receive the best possible product, at the best possible price, with the best… https://t.co/KAgBbQGPNx","San jose, CA 95112","2","{'text': 'Partnership', 'indices': [22, 34]}","positive"
"kumarakshit202","THE WORLD IS RULED BY POWER AND 
POWER IS OBTAINED BY MONEY.
@kumarakshit202
#instagram #newpost #dell #money #Ootd… https://t.co/bSGZTmB0dE","Muktsar, Punjab","0","{'text': 'instagram', 'indices': [77, 87]} {'text': 'newpost', 'indices': [88, 96]} {'text': 'dell', 'indices': [97, 102]} {'text': 'money', 'indices': [103, 109]} {'text': 'Ootd', 'indices': [110, 115]}","neutral"
"KDefended","""Can positive change happen to businesses after this pandemic? Computer maker Dell think it would be a ‘tragedy' to… https://t.co/Rx1MtbDxFG","Waterloo, Ontario","1",,"positive"
"DuncanTheWriter","It arrived and I love it :D

#DELL S3220DGF

Now I need 2 more for a dream racing sim rig...… https://t.co/V2UjlK2skI","Cape Town, South Africa","0","{'text': 'DELL', 'indices': [29, 34]}","positive"
"niyaz_shkh","Strong increase in companies consuming brand related content for #AWS #Dell #Adobe #SF #Cisco &amp; #Intel https://t.co/jgrtc2INsX","Bengaluru, India","0","{'text': 'AWS', 'indices': [65, 69]} {'text': 'Dell', 'indices': [70, 75]} {'text': 'Adobe', 'indices': [76, 82]} {'text': 'SF', 'indices': [83, 86]} {'text': 'Cisco', 'indices': [87, 93]} {'text': 'Intel', 'indices': [100, 106]}","positive"
"RajguruSolution","Searching for extra storage option which can boost your business. Then Check out our ultra-modern variety of Dell 2… https://t.co/NdPVoEOfV7","Mumbai","1",,"neutral"
"DellTechZA","Being creative is inside us all… and you’ve got until 12.00pm tonight to win a helping hand with #DellTechZA and xx… https://t.co/Wd913OXmAN","South Africa","0","{'text': 'DellTechZA', 'indices': [97, 108]}","positive"
"DaBeatMason","RT @Evetech: A massive congratulations goes out to @psychomom101 (Insta) for winning the #Dell Vostro #Intel 10th Gen laptop!???? 

We would l…","✈️Next to the Holly Spirit✈️","5",,"positive"
"adobotech","Dell's latest concept for desktop PC the Dell OptiPlex 7070 Ultra is a perfect replacement to the regular Desktop P… https://t.co/uLwlAgVsGJ","Philippines","0",,"positive"
"openlabbott","RT @kernellogger: ```[…]#Dell WMI Systems Management Driver [for the #Linux #kernel] provides a sysfs interface for systems management soft…","Yinzburgh, PA","3","{'text': 'Dell', 'indices': [24, 29]} {'text': 'Linux', 'indices': [69, 75]} {'text': 'kernel', 'indices': [76, 83]}","neutral"
"Vibhav16246729","@DellCares I am yet to receive any update regarding above issue even after sharing all details. I need to get a lap… https://t.co/7mNIRkfeb4",,"0",,"neutral"
"your_techy","Docking Station Type C Plug HDMI USB Power Delivery Hub for Laptop - https://t.co/5Nxdq2IJ5l - #dell… https://t.co/3k9wcFFXQe","United Kingdom","0","{'text': 'dell', 'indices': [95, 100]}","neutral"
